agent1_x,agent1_y,agent2_x,agent2_y,agent3_x,agent3_y,timestep_count
-0.0018925820493869983,0.10000870970168689,-0.059490112186283854,0.055742313315603496,-0.06928361501370756,0.12676047585947675,1173
-0.11578547851290183,0.05237757181645304,-0.027571365514036827,-0.019744428826128,-0.022205480486490098,0.041925845552542224,1387
-0.015925799653748247,-0.0024257067993389003,-0.031099327608348257,-0.03439653141805503,-0.008412529344183267,-0.01800399784987325,736
0.07200029044729628,-0.026831312421769456,0.05967124254024951,-0.005476847887789474,0.018727127063571755,-0.0721811056305808,650
0.07358778353224893,0.021446681023930624,0.11154970926612756,0.05569471899725237,0.05533023009938975,0.061197160634419254,84
0.0981163088511546,-0.06707289607105553,0.08387088253353749,-0.04357297574566866,0.050349525968309106,-0.0012855409035407578,779
0.032616713253332555,0.0017572467860049734,-0.027395096445463327,-0.013925555359097182,-0.0079657473234645,0.025147249635297797,1798
0.010609208853089344,-0.0600548609758619,-0.04417109109336552,-0.04146058532939598,-0.05817211956462734,-0.01551049556981686,114
-0.10738456683420425,-0.035970886386922266,-0.14546473638025278,-0.045435463449845566,-0.07573852337689622,0.013697850194394484,428
-0.12360416370066896,0.008003488296413883,-0.07286125697042614,-0.04521705180588056,-0.12883523462457958,-0.047208622119579255,1801
0.010656650622505745,0.02438390012631554,0.021477158798878314,0.06543076708045581,0.06807585375010772,0.040432509658032745,552
0.056466718929111606,-0.008486778891266887,0.0067353486653217165,-0.04045173802779141,0.007336354559585617,0.012400160399256191,613
-0.0234117401641357,0.04954495521300723,0.01663922352544405,0.009409339758702444,0.05694047145107484,0.048989763934079104,1316
-0.036943704592757406,0.09927990611955698,-0.03060968353042734,0.11630673815842608,-0.09909873666059553,0.1251954303175124,1404
-0.049501211991247726,-0.034899564905289934,-0.05791777086048168,-0.0608133970057291,-0.08507895809941363,-0.09032552342644844,1332
-0.10686847357888396,-0.025639758437413826,-0.1366230371603936,-0.014089022344124055,-0.05431860350250994,-0.015530246282411328,1681
