#Trials, envID, #Landmine, #WrongKey, #Goal, #Reward
1, 1, 0.0, 0.0, 0, -91.0
1, 2, 1.0, 0.0, 0, -202.0
1, 3, 0.0, 1.0, 0, -29.0
1, 4, 0.0, 1.0, 0, -27.0
1, 5, 1.0, 0.0, 0, -211.0
1, 6, 0.0, 0.0, 0, -91.0
1, 7, 0.0, 0.0, 1, 89.0
1, 8, 0.0, 0.0, 1, 92.0
1, 9, 1.0, 0.0, 0, -201.0
1, 10, 0.0, 0.0, 0, -91.0
1, 11, 1.0, 0.0, 0, -201.0
