#Trials, envID, #Landmine, #WrongKey, #Goal, #Reward
1, 7, 1.0, 0.0, 0, -201.0
1, 87, 0.0, 1.0, 0, -20.0
1, 236, 1.0, 0.0, 0, -202.0
1, 29, 1.0, 0.0, 0, -205.0
1, 1595, 1.0, 0.0, 0, -207.0
1, 1518, 0.0, 1.0, 0, -17.0
1, 32, 1.0, 0.0, 0, -201.0
1, 13, 0.0, 1.0, 0, -17.0
1, 12, 0.0, 1.0, 0, -26.0
1, 23, 1.0, 0.0, 0, -203.0
1, 110, 1.0, 0.0, 0, -202.0
1, 126, 1.0, 0.0, 0, -209.0
1, 119, 1.0, 0.0, 0, -204.0
1, 219, 1.0, 0.0, 0, -201.0
1, 1433, 0.0, 0.0, 1, 79.0
