Environment,Task,Seed,Bin,InaccuracyType,Steps,Collisions,TerminationReason,BugFound
1842,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9042,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7208,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
250,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7126,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
845,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5928,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
2558,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1184,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
2783,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
9372,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9252,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1132,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
1217,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6590,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
1548,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,4,Task Completed,False
8070,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
2143,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3533,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3636,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8045,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9231,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,1,Task Completed,False
9037,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2246,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
1435,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1151,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1602,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
2396,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
748,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5045,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
948,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8582,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
3565,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
6339,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
4760,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
230,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,4,Task Completed,False
3405,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
6423,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2571,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
370,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
5419,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,4,Task Completed,False
7962,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7561,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6988,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3058,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
2928,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
7091,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3863,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7815,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
8114,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2233,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
3358,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3128,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5628,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
3758,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
128,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5871,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6552,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
9398,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,4,Task Completed,False
2511,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
3757,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8644,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
9295,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
6601,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4904,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,4,Task Completed,False
6578,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
7810,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2048,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
8729,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4919,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1620,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7244,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
7892,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
8195,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
9914,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
7851,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1973,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4993,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
3909,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,5,Task Completed,False
622,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3332,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
2811,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,6,High Collision,True
6281,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4928,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
7323,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,4,Task Completed,False
7638,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
6160,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8274,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3300,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
5854,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2767,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
6187,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8289,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
335,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,3,Task Completed,False
9513,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5919,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
9478,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8908,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4389,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8579,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,1,Task Completed,False
7420,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9741,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4077,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
7521,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8460,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
8623,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
3614,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
8076,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
3822,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
8874,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
3203,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3352,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5485,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
5784,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6318,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4122,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
8757,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2245,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4315,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
4010,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
2114,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
3307,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9999,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
802,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
8131,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
5206,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5806,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4840,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5675,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,3,Task Completed,False
9766,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
586,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8358,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
2845,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
3208,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7146,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
5079,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1468,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5339,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3891,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9394,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,3,Task Completed,False
9520,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4492,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
451,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
8568,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2260,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
6438,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
7891,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
606,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,6,High Collision,True
2228,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5832,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6967,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
7373,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2825,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
3195,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
162,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,6,High Collision,True
8610,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3769,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9879,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3519,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
226,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3227,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
6927,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,1,Task Completed,False
1572,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
9615,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
8539,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
382,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8295,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
8922,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4971,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
6345,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
4770,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
6361,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6928,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9759,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1421,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
4614,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2155,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
4140,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
9467,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7818,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
5278,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9555,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9292,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7325,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3924,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9205,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
8127,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7162,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
1049,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
570,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2804,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
9209,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9554,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,1,Task Completed,False
1218,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
447,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
4083,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8712,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
568,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2822,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6738,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8255,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8835,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
716,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
2378,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,6,High Collision,True
782,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
9356,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9724,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,0,Task Completed,False
5394,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
1044,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7393,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
6314,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9124,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
878,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
5043,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7160,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
8573,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5662,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
6159,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3081,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,1,Task Completed,False
6219,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5252,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
477,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7322,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
1325,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7194,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
5128,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9748,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1491,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
8763,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6332,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5836,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
7150,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,3,Task Completed,False
6211,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
6932,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7464,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9000,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4853,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3567,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
8639,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
4783,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1840,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8066,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
248,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
8488,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5888,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,5,Task Completed,False
3850,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
1919,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4423,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
659,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3364,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
288,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2723,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
3366,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
462,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9431,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
165,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,3,Task Completed,False
6720,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
6881,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
9181,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5895,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4680,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
5751,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
8419,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
9668,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1889,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5821,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7788,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
9705,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
8588,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
359,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8632,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
4938,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4992,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,1,Task Completed,False
1540,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,3,Task Completed,False
3312,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4687,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
4908,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7408,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2587,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,6,High Collision,True
8157,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
3451,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5574,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
4457,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
4534,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
7276,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,0,Task Completed,False
3987,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
22,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3326,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8441,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
5154,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
749,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4037,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4310,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
927,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6315,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
516,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
2560,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1239,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5401,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
460,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9922,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9567,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
1703,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2792,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
4151,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5065,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,23,0,Task Completed,False
6618,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
607,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7897,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2631,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
