#Trials, envID, #Lava, #Goal, #AvgReward, #RewardSD
10, 1, 20, 10, 92.0, 0.0
10, 2, 30, 10, 92.0, 0.0
10, 3, 10, 10, 92.0, 0.0
10, 4, 30, 10, 92.0, 0.0
10, 5, 20, 10, 92.0, 0.0
10, 6, 0, 10, 92.0, 0.0
10, 7, 10, 10, 92.0, 0.0
