#Trials, envID, #Lava, #Goal, #AvgReward, #RewardSD
10, 1, 0, 0, -91.0, 0.0
10, 2, 100, 10, 77.0, 0.0
10, 3, 0, 0, -91.0, 0.0
10, 4, 0, 0, -91.0, 0.0
10, 5, 0, 0, -91.0, 0.0
10, 6, 0, 0, -91.0, 0.0
10, 7, 0, 10, 89.0, 0.0
10, 8, 0, 10, 92.0, 0.0
10, 9, 10, 10, 81.0, 0.0
10, 10, 0, 0, -91.0, 0.0
10, 11, 0, 0, -91.0, 0.0
