Seed Number,Bin Number,Environment,Task,Terminated,Execution Time (s)
Unknown,Result_ACAS_5_9472,Env_792,Task_392,False,1.44
Unknown,Result_ACAS_5_9472,Env_792,Task_216,False,0.26
Unknown,Result_ACAS_5_9472,Env_792,Task_616,False,0.46
Unknown,Result_ACAS_5_9472,Env_792,Task_235,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_555,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_376,False,1.66
Unknown,Result_ACAS_5_9472,Env_792,Task_85,False,0.99
Unknown,Result_ACAS_5_9472,Env_792,Task_341,False,0.31
Unknown,Result_ACAS_5_9472,Env_792,Task_386,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_178,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_290,False,0.33
Unknown,Result_ACAS_5_9472,Env_792,Task_440,False,0.14
Unknown,Result_ACAS_5_9472,Env_792,Task_585,False,1.29
Unknown,Result_ACAS_5_9472,Env_792,Task_87,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_102,False,1.18
Unknown,Result_ACAS_5_9472,Env_792,Task_172,False,0.08
Unknown,Result_ACAS_5_9472,Env_792,Task_411,False,0.1
Unknown,Result_ACAS_5_9472,Env_792,Task_288,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_95,False,1.69
Unknown,Result_ACAS_5_9472,Env_792,Task_365,False,1.52
Unknown,Result_ACAS_5_9472,Env_792,Task_395,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_364,False,1.42
Unknown,Result_ACAS_5_9472,Env_792,Task_514,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_141,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_491,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_282,False,1.82
Unknown,Result_ACAS_5_9472,Env_792,Task_344,False,1.12
Unknown,Result_ACAS_5_9472,Env_792,Task_143,False,1.08
Unknown,Result_ACAS_5_9472,Env_792,Task_573,False,0.21
Unknown,Result_ACAS_5_9472,Env_792,Task_461,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_127,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_126,False,0.49
Unknown,Result_ACAS_5_9472,Env_792,Task_465,False,1.4
Unknown,Result_ACAS_5_9472,Env_792,Task_37,False,1.12
Unknown,Result_ACAS_5_9472,Env_792,Task_357,False,1.47
Unknown,Result_ACAS_5_9472,Env_792,Task_171,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_274,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_512,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_17,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_594,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_186,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_414,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_243,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_6,False,0.23
Unknown,Result_ACAS_5_9472,Env_792,Task_506,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_324,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_300,False,0.57
Unknown,Result_ACAS_5_9472,Env_792,Task_294,False,0.05
Unknown,Result_ACAS_5_9472,Env_792,Task_322,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_525,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_185,False,0.92
Unknown,Result_ACAS_5_9472,Env_792,Task_183,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_91,False,1.09
Unknown,Result_ACAS_5_9472,Env_792,Task_501,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_574,False,0.28
Unknown,Result_ACAS_5_9472,Env_792,Task_480,False,0.11
Unknown,Result_ACAS_5_9472,Env_792,Task_595,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_528,False,1.49
Unknown,Result_ACAS_5_9472,Env_792,Task_464,False,1.48
Unknown,Result_ACAS_5_9472,Env_792,Task_279,False,0.04
Unknown,Result_ACAS_5_9472,Env_792,Task_74,False,0.5
Unknown,Result_ACAS_5_9472,Env_792,Task_131,False,2.23
Unknown,Result_ACAS_5_9472,Env_792,Task_533,False,1.48
Unknown,Result_ACAS_5_9472,Env_792,Task_270,False,1.64
Unknown,Result_ACAS_5_9472,Env_792,Task_368,False,1.42
Unknown,Result_ACAS_5_9472,Env_792,Task_72,False,1.59
Unknown,Result_ACAS_5_9472,Env_792,Task_224,False,0.81
Unknown,Result_ACAS_5_9472,Env_792,Task_31,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_267,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_593,False,1.12
Unknown,Result_ACAS_5_9472,Env_792,Task_51,False,0.98
Unknown,Result_ACAS_5_9472,Env_792,Task_146,False,0.94
Unknown,Result_ACAS_5_9472,Env_792,Task_79,False,1.47
Unknown,Result_ACAS_5_9472,Env_792,Task_11,False,0.65
Unknown,Result_ACAS_5_9472,Env_792,Task_331,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_581,False,0.04
Unknown,Result_ACAS_5_9472,Env_792,Task_118,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_253,False,0.39
Unknown,Result_ACAS_5_9472,Env_792,Task_478,False,1.19
Unknown,Result_ACAS_5_9472,Env_792,Task_3,False,0.39
Unknown,Result_ACAS_5_9472,Env_792,Task_469,False,0.41
Unknown,Result_ACAS_5_9472,Env_792,Task_34,False,0.95
Unknown,Result_ACAS_5_9472,Env_792,Task_557,False,0.4
Unknown,Result_ACAS_5_9472,Env_792,Task_314,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_588,False,0.13
Unknown,Result_ACAS_5_9472,Env_792,Task_289,False,0.34
Unknown,Result_ACAS_5_9472,Env_792,Task_93,False,1.14
Unknown,Result_ACAS_5_9472,Env_792,Task_447,False,1.62
Unknown,Result_ACAS_5_9472,Env_792,Task_417,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_434,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_217,False,0.26
Unknown,Result_ACAS_5_9472,Env_792,Task_182,False,1.68
Unknown,Result_ACAS_5_9472,Env_792,Task_624,False,1.28
Unknown,Result_ACAS_5_9472,Env_792,Task_238,False,0.44
Unknown,Result_ACAS_5_9472,Env_792,Task_519,False,0.93
Unknown,Result_ACAS_5_9472,Env_792,Task_92,False,1.19
Unknown,Result_ACAS_5_9472,Env_792,Task_156,False,0.03
Unknown,Result_ACAS_5_9472,Env_792,Task_160,False,1.16
Unknown,Result_ACAS_5_9472,Env_792,Task_30,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_200,False,1.16
Unknown,Result_ACAS_5_9472,Env_792,Task_138,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_15,False,0.75
Unknown,Result_ACAS_5_9472,Env_792,Task_302,False,1.62
Unknown,Result_ACAS_5_9472,Env_792,Task_415,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_582,False,0.43
Unknown,Result_ACAS_5_9472,Env_792,Task_527,False,0.85
Unknown,Result_ACAS_5_9472,Env_792,Task_459,False,0.9
Unknown,Result_ACAS_5_9472,Env_792,Task_265,False,0.26
Unknown,Result_ACAS_5_9472,Env_792,Task_427,False,0.22
Unknown,Result_ACAS_5_9472,Env_792,Task_493,False,1.47
Unknown,Result_ACAS_5_9472,Env_792,Task_561,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_542,False,0.31
Unknown,Result_ACAS_5_9472,Env_792,Task_249,False,1.44
Unknown,Result_ACAS_5_9472,Env_792,Task_402,False,1.68
Unknown,Result_ACAS_5_9472,Env_792,Task_269,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_384,False,1.13
Unknown,Result_ACAS_5_9472,Env_792,Task_348,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_437,False,0.83
Unknown,Result_ACAS_5_9472,Env_792,Task_323,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_23,False,0.4
Unknown,Result_ACAS_5_9472,Env_792,Task_247,False,0.61
Unknown,Result_ACAS_5_9472,Env_792,Task_482,False,0.07
Unknown,Result_ACAS_5_9472,Env_792,Task_562,False,0.83
Unknown,Result_ACAS_5_9472,Env_792,Task_159,False,1.41
Unknown,Result_ACAS_5_9472,Env_792,Task_236,False,0.15
Unknown,Result_ACAS_5_9472,Env_792,Task_539,False,1.48
Unknown,Result_ACAS_5_9472,Env_792,Task_83,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_179,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_35,False,0.43
Unknown,Result_ACAS_5_9472,Env_792,Task_499,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_264,False,0.49
Unknown,Result_ACAS_5_9472,Env_792,Task_250,False,0.69
Unknown,Result_ACAS_5_9472,Env_792,Task_13,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_44,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_158,False,0.49
Unknown,Result_ACAS_5_9472,Env_792,Task_425,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_456,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_490,False,1.01
Unknown,Result_ACAS_5_9472,Env_792,Task_268,False,0.54
Unknown,Result_ACAS_5_9472,Env_792,Task_599,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_551,False,0.1
Unknown,Result_ACAS_5_9472,Env_792,Task_50,False,0.36
Unknown,Result_ACAS_5_9472,Env_792,Task_520,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_116,False,0.82
Unknown,Result_ACAS_5_9472,Env_792,Task_201,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_24,False,0.54
Unknown,Result_ACAS_5_9472,Env_792,Task_475,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_521,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_500,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_609,False,0.92
Unknown,Result_ACAS_5_9472,Env_792,Task_467,False,0.61
Unknown,Result_ACAS_5_9472,Env_792,Task_8,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_81,False,0.53
Unknown,Result_ACAS_5_9472,Env_792,Task_97,False,0.06
Unknown,Result_ACAS_5_9472,Env_792,Task_275,False,0.09
Unknown,Result_ACAS_5_9472,Env_792,Task_378,False,1.18
Unknown,Result_ACAS_5_9472,Env_792,Task_315,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_486,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_227,False,0.95
Unknown,Result_ACAS_5_9472,Env_792,Task_340,False,1.05
Unknown,Result_ACAS_5_9472,Env_792,Task_481,False,0.97
Unknown,Result_ACAS_5_9472,Env_792,Task_488,False,1.92
Unknown,Result_ACAS_5_9472,Env_792,Task_70,False,0.98
Unknown,Result_ACAS_5_9472,Env_792,Task_232,False,1.45
Unknown,Result_ACAS_5_9472,Env_792,Task_105,False,1.01
Unknown,Result_ACAS_5_9472,Env_792,Task_206,False,0.68
Unknown,Result_ACAS_5_9472,Env_792,Task_192,False,2.19
Unknown,Result_ACAS_5_9472,Env_792,Task_312,False,1.09
Unknown,Result_ACAS_5_9472,Env_792,Task_362,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_254,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_241,False,0.64
Unknown,Result_ACAS_5_9472,Env_792,Task_320,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_550,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_90,False,0.17
Unknown,Result_ACAS_5_9472,Env_792,Task_22,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_468,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_150,False,1.03
Unknown,Result_ACAS_5_9472,Env_792,Task_108,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_134,False,0.63
Unknown,Result_ACAS_5_9472,Env_792,Task_329,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_338,False,1.25
Unknown,Result_ACAS_5_9472,Env_792,Task_451,False,0.65
Unknown,Result_ACAS_5_9472,Env_792,Task_504,False,0.54
Unknown,Result_ACAS_5_9472,Env_792,Task_507,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_406,False,1.16
Unknown,Result_ACAS_5_9472,Env_792,Task_556,False,1.47
Unknown,Result_ACAS_5_9472,Env_792,Task_518,False,1.64
Unknown,Result_ACAS_5_9472,Env_792,Task_54,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_213,False,0.88
Unknown,Result_ACAS_5_9472,Env_792,Task_58,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_313,False,1.03
Unknown,Result_ACAS_5_9472,Env_792,Task_130,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_76,False,0.96
Unknown,Result_ACAS_5_9472,Env_792,Task_350,False,0.05
Unknown,Result_ACAS_5_9472,Env_792,Task_517,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_547,False,0.38
Unknown,Result_ACAS_5_9472,Env_792,Task_387,False,1.42
Unknown,Result_ACAS_5_9472,Env_792,Task_84,False,0.6
Unknown,Result_ACAS_5_9472,Env_792,Task_233,False,1.22
Unknown,Result_ACAS_5_9472,Env_792,Task_261,False,0.14
Unknown,Result_ACAS_5_9472,Env_792,Task_258,False,1.49
Unknown,Result_ACAS_5_9472,Env_792,Task_292,False,1.33
Unknown,Result_ACAS_5_9472,Env_792,Task_38,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_86,False,0.85
Unknown,Result_ACAS_5_9472,Env_792,Task_377,False,0.15
Unknown,Result_ACAS_5_9472,Env_792,Task_164,False,0.84
Unknown,Result_ACAS_5_9472,Env_792,Task_325,False,0.09
Unknown,Result_ACAS_5_9472,Env_792,Task_211,False,0.36
Unknown,Result_ACAS_5_9472,Env_792,Task_311,False,0.23
Unknown,Result_ACAS_5_9472,Env_792,Task_43,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_339,False,0.47
Unknown,Result_ACAS_5_9472,Env_792,Task_381,False,0.03
Unknown,Result_ACAS_5_9472,Env_792,Task_619,False,1.29
Unknown,Result_ACAS_5_9472,Env_792,Task_432,False,0.39
Unknown,Result_ACAS_5_9472,Env_792,Task_33,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_32,False,0.49
Unknown,Result_ACAS_5_9472,Env_792,Task_590,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_515,False,1.26
Unknown,Result_ACAS_5_9472,Env_792,Task_295,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_107,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_608,False,1.17
Unknown,Result_ACAS_5_9472,Env_792,Task_576,False,0.99
Unknown,Result_ACAS_5_9472,Env_792,Task_21,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_153,False,0.42
Unknown,Result_ACAS_5_9472,Env_792,Task_174,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_12,False,1.57
Unknown,Result_ACAS_5_9472,Env_792,Task_591,False,2.4
Unknown,Result_ACAS_5_9472,Env_792,Task_379,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_474,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_291,False,1.76
Unknown,Result_ACAS_5_9472,Env_792,Task_366,False,0.53
Unknown,Result_ACAS_5_9472,Env_792,Task_400,False,0.23
Unknown,Result_ACAS_5_9472,Env_792,Task_287,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_606,False,0.25
Unknown,Result_ACAS_5_9472,Env_792,Task_393,False,0.14
Unknown,Result_ACAS_5_9472,Env_792,Task_565,False,0.38
Unknown,Result_ACAS_5_9472,Env_792,Task_16,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_352,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_49,False,0.78
Unknown,Result_ACAS_5_9472,Env_792,Task_173,False,0.52
Unknown,Result_ACAS_5_9472,Env_792,Task_219,False,0.7
Unknown,Result_ACAS_5_9472,Env_792,Task_328,False,0.33
Unknown,Result_ACAS_5_9472,Env_792,Task_466,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_262,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_351,False,1.4
Unknown,Result_ACAS_5_9472,Env_792,Task_18,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_458,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_615,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_472,False,0.04
Unknown,Result_ACAS_5_9472,Env_792,Task_473,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_361,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_429,False,1.37
Unknown,Result_ACAS_5_9472,Env_792,Task_531,False,0.75
Unknown,Result_ACAS_5_9472,Env_792,Task_204,False,0.64
Unknown,Result_ACAS_5_9472,Env_792,Task_263,False,1.1
Unknown,Result_ACAS_5_9472,Env_792,Task_511,False,1.06
Unknown,Result_ACAS_5_9472,Env_792,Task_209,False,0.03
Unknown,Result_ACAS_5_9472,Env_792,Task_388,False,1.32
Unknown,Result_ACAS_5_9472,Env_792,Task_571,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_259,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_129,False,1.29
Unknown,Result_ACAS_5_9472,Env_792,Task_89,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_100,False,0.63
Unknown,Result_ACAS_5_9472,Env_792,Task_157,False,0.57
Unknown,Result_ACAS_5_9472,Env_792,Task_181,False,0.45
Unknown,Result_ACAS_5_9472,Env_792,Task_301,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_106,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_570,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_579,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_180,False,1.45
Unknown,Result_ACAS_5_9472,Env_792,Task_226,False,0.56
Unknown,Result_ACAS_5_9472,Env_792,Task_403,False,1.32
Unknown,Result_ACAS_5_9472,Env_792,Task_618,False,0.5
Unknown,Result_ACAS_5_9472,Env_792,Task_147,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_479,False,0.06
Unknown,Result_ACAS_5_9472,Env_792,Task_197,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_332,False,1.55
Unknown,Result_ACAS_5_9472,Env_792,Task_529,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_345,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_255,False,1.07
Unknown,Result_ACAS_5_9472,Env_792,Task_25,False,0.15
Unknown,Result_ACAS_5_9472,Env_792,Task_498,False,0.57
Unknown,Result_ACAS_5_9472,Env_792,Task_605,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_419,False,1.28
Unknown,Result_ACAS_5_9472,Env_792,Task_326,False,0.43
Unknown,Result_ACAS_5_9472,Env_792,Task_603,False,0.73
Unknown,Result_ACAS_5_9472,Env_792,Task_524,False,0.85
Unknown,Result_ACAS_5_9472,Env_792,Task_218,False,1.88
Unknown,Result_ACAS_5_9472,Env_792,Task_2,False,1.56
Unknown,Result_ACAS_5_9472,Env_792,Task_124,False,0.9
Unknown,Result_ACAS_5_9472,Env_792,Task_278,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_485,False,0.99
Unknown,Result_ACAS_5_9472,Env_792,Task_623,False,1.37
Unknown,Result_ACAS_5_9472,Env_792,Task_611,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_359,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_420,False,0.52
Unknown,Result_ACAS_5_9472,Env_792,Task_55,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_109,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_229,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_604,False,1.16
Unknown,Result_ACAS_5_9472,Env_792,Task_612,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_444,False,1.5
Unknown,Result_ACAS_5_9472,Env_792,Task_476,False,1.87
Unknown,Result_ACAS_5_9472,Env_792,Task_212,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_449,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_96,False,1.41
Unknown,Result_ACAS_5_9472,Env_792,Task_602,False,0.41
Unknown,Result_ACAS_5_9472,Env_792,Task_483,False,1.47
Unknown,Result_ACAS_5_9472,Env_792,Task_53,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_298,False,0.9
Unknown,Result_ACAS_5_9472,Env_792,Task_257,False,1.42
Unknown,Result_ACAS_5_9472,Env_792,Task_29,False,1.21
Unknown,Result_ACAS_5_9472,Env_792,Task_210,False,0.47
Unknown,Result_ACAS_5_9472,Env_792,Task_177,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_597,False,0.39
Unknown,Result_ACAS_5_9472,Env_792,Task_327,False,1.49
Unknown,Result_ACAS_5_9472,Env_792,Task_281,False,0.73
Unknown,Result_ACAS_5_9472,Env_792,Task_586,False,0.4
Unknown,Result_ACAS_5_9472,Env_792,Task_390,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_553,False,0.03
Unknown,Result_ACAS_5_9472,Env_792,Task_622,False,1.21
Unknown,Result_ACAS_5_9472,Env_792,Task_367,False,1.51
Unknown,Result_ACAS_5_9472,Env_792,Task_438,False,0.56
Unknown,Result_ACAS_5_9472,Env_792,Task_575,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_101,False,0.65
Unknown,Result_ACAS_5_9472,Env_792,Task_222,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_358,False,0.93
Unknown,Result_ACAS_5_9472,Env_792,Task_78,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_409,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_20,False,1.33
Unknown,Result_ACAS_5_9472,Env_792,Task_207,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_42,False,1.26
Unknown,Result_ACAS_5_9472,Env_792,Task_220,False,0.45
Unknown,Result_ACAS_5_9472,Env_792,Task_316,False,0.24
Unknown,Result_ACAS_5_9472,Env_792,Task_549,False,0.17
Unknown,Result_ACAS_5_9472,Env_792,Task_423,False,0.38
Unknown,Result_ACAS_5_9472,Env_792,Task_144,False,0.84
Unknown,Result_ACAS_5_9472,Env_792,Task_167,False,0.09
Unknown,Result_ACAS_5_9472,Env_792,Task_272,False,1.07
Unknown,Result_ACAS_5_9472,Env_792,Task_558,False,1.08
Unknown,Result_ACAS_5_9472,Env_792,Task_59,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_554,False,0.58
Unknown,Result_ACAS_5_9472,Env_792,Task_607,False,1.74
Unknown,Result_ACAS_5_9472,Env_792,Task_169,False,1.68
Unknown,Result_ACAS_5_9472,Env_792,Task_369,False,0.74
Unknown,Result_ACAS_5_9472,Env_792,Task_497,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_321,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_583,False,0.5
Unknown,Result_ACAS_5_9472,Env_792,Task_98,False,0.38
Unknown,Result_ACAS_5_9472,Env_792,Task_470,False,0.96
Unknown,Result_ACAS_5_9472,Env_792,Task_191,False,0.88
Unknown,Result_ACAS_5_9472,Env_792,Task_370,False,0.93
Unknown,Result_ACAS_5_9472,Env_792,Task_333,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_148,False,0.31
Unknown,Result_ACAS_5_9472,Env_792,Task_303,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_221,False,1.76
Unknown,Result_ACAS_5_9472,Env_792,Task_516,False,0.61
Unknown,Result_ACAS_5_9472,Env_792,Task_319,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_463,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_203,False,1.02
Unknown,Result_ACAS_5_9472,Env_792,Task_223,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_122,False,0.06
Unknown,Result_ACAS_5_9472,Env_792,Task_625,False,0.16
Unknown,Result_ACAS_5_9472,Env_792,Task_77,False,0.16
Unknown,Result_ACAS_5_9472,Env_792,Task_121,False,1.1
Unknown,Result_ACAS_5_9472,Env_792,Task_335,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_199,False,0.93
Unknown,Result_ACAS_5_9472,Env_792,Task_307,False,0.08
Unknown,Result_ACAS_5_9472,Env_792,Task_299,False,0.94
Unknown,Result_ACAS_5_9472,Env_792,Task_110,False,1.5
Unknown,Result_ACAS_5_9472,Env_792,Task_297,False,0.57
Unknown,Result_ACAS_5_9472,Env_792,Task_540,False,1.33
Unknown,Result_ACAS_5_9472,Env_792,Task_424,False,1.07
Unknown,Result_ACAS_5_9472,Env_792,Task_532,False,1.48
Unknown,Result_ACAS_5_9472,Env_792,Task_48,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_113,False,0.78
Unknown,Result_ACAS_5_9472,Env_792,Task_256,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_383,False,0.34
Unknown,Result_ACAS_5_9472,Env_792,Task_382,False,0.96
Unknown,Result_ACAS_5_9472,Env_792,Task_426,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_399,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_161,False,0.44
Unknown,Result_ACAS_5_9472,Env_792,Task_460,False,0.89
Unknown,Result_ACAS_5_9472,Env_792,Task_252,False,0.57
Unknown,Result_ACAS_5_9472,Env_792,Task_52,False,0.7
Unknown,Result_ACAS_5_9472,Env_792,Task_214,False,0.33
Unknown,Result_ACAS_5_9472,Env_792,Task_522,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_137,False,1.13
Unknown,Result_ACAS_5_9472,Env_792,Task_404,False,1.93
Unknown,Result_ACAS_5_9472,Env_792,Task_273,False,1.18
Unknown,Result_ACAS_5_9472,Env_792,Task_310,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_484,False,0.64
Unknown,Result_ACAS_5_9472,Env_792,Task_430,False,1.75
Unknown,Result_ACAS_5_9472,Env_792,Task_309,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_61,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_373,False,1.33
Unknown,Result_ACAS_5_9472,Env_792,Task_443,False,0.72
Unknown,Result_ACAS_5_9472,Env_792,Task_260,False,0.91
Unknown,Result_ACAS_5_9472,Env_792,Task_47,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_538,False,1.91
Unknown,Result_ACAS_5_9472,Env_792,Task_559,False,0.14
Unknown,Result_ACAS_5_9472,Env_792,Task_237,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_546,False,1.62
Unknown,Result_ACAS_5_9472,Env_792,Task_208,False,1.6
Unknown,Result_ACAS_5_9472,Env_792,Task_149,False,1.07
Unknown,Result_ACAS_5_9472,Env_792,Task_115,False,1.52
Unknown,Result_ACAS_5_9472,Env_792,Task_308,False,0.84
Unknown,Result_ACAS_5_9472,Env_792,Task_162,False,1.51
Unknown,Result_ACAS_5_9472,Env_792,Task_283,False,1.48
Unknown,Result_ACAS_5_9472,Env_792,Task_166,False,0.75
