Seed Number,Bin Number,Environment,Task,Terminated,Execution Time (s)
Unknown,Result_ACAS_5_9472,Env_430,Task_32,False,1.67
Unknown,Result_ACAS_5_9472,Env_430,Task_590,False,1.3
Unknown,Result_ACAS_5_9472,Env_430,Task_515,False,1.48
Unknown,Result_ACAS_5_9472,Env_430,Task_295,False,0.24
Unknown,Result_ACAS_5_9472,Env_430,Task_107,False,0.55
Unknown,Result_ACAS_5_9472,Env_430,Task_608,False,0.53
Unknown,Result_ACAS_5_9472,Env_430,Task_576,False,0.33
Unknown,Result_ACAS_5_9472,Env_430,Task_21,False,0.68
Unknown,Result_ACAS_5_9472,Env_430,Task_153,False,1.23
Unknown,Result_ACAS_5_9472,Env_430,Task_174,False,1.29
Unknown,Result_ACAS_5_9472,Env_430,Task_12,False,0.22
Unknown,Result_ACAS_5_9472,Env_430,Task_591,False,1.51
Unknown,Result_ACAS_5_9472,Env_430,Task_379,False,0.03
Unknown,Result_ACAS_5_9472,Env_430,Task_474,False,0.19
Unknown,Result_ACAS_5_9472,Env_430,Task_291,False,0.03
Unknown,Result_ACAS_5_9472,Env_430,Task_366,False,0.03
Unknown,Result_ACAS_5_9472,Env_430,Task_400,False,0.49
Unknown,Result_ACAS_5_9472,Env_430,Task_287,False,0.32
Unknown,Result_ACAS_5_9472,Env_430,Task_606,False,0.35
Unknown,Result_ACAS_5_9472,Env_430,Task_393,False,1.38
Unknown,Result_ACAS_5_9472,Env_430,Task_565,False,0.91
Unknown,Result_ACAS_5_9472,Env_430,Task_16,False,0.82
Unknown,Result_ACAS_5_9472,Env_430,Task_352,False,0.42
Unknown,Result_ACAS_5_9472,Env_430,Task_49,False,0.56
Unknown,Result_ACAS_5_9472,Env_430,Task_173,False,0.21
Unknown,Result_ACAS_5_9472,Env_430,Task_219,False,1.36
Unknown,Result_ACAS_5_9472,Env_430,Task_328,False,1.03
Unknown,Result_ACAS_5_9472,Env_430,Task_466,False,0.33
Unknown,Result_ACAS_5_9472,Env_430,Task_262,False,1.32
Unknown,Result_ACAS_5_9472,Env_430,Task_351,False,1.52
Unknown,Result_ACAS_5_9472,Env_430,Task_18,False,0.64
Unknown,Result_ACAS_5_9472,Env_430,Task_458,False,0.76
Unknown,Result_ACAS_5_9472,Env_430,Task_615,False,0.3
Unknown,Result_ACAS_5_9472,Env_430,Task_472,False,1.4
Unknown,Result_ACAS_5_9472,Env_430,Task_473,False,0.31
Unknown,Result_ACAS_5_9472,Env_430,Task_361,False,0.13
Unknown,Result_ACAS_5_9472,Env_430,Task_429,False,1.11
Unknown,Result_ACAS_5_9472,Env_430,Task_531,False,0.53
Unknown,Result_ACAS_5_9472,Env_430,Task_204,False,0.89
Unknown,Result_ACAS_5_9472,Env_430,Task_263,False,0.34
Unknown,Result_ACAS_5_9472,Env_430,Task_511,False,2.09
Unknown,Result_ACAS_5_9472,Env_430,Task_209,False,1.42
Unknown,Result_ACAS_5_9472,Env_430,Task_388,False,0.75
Unknown,Result_ACAS_5_9472,Env_430,Task_571,False,1.3
Unknown,Result_ACAS_5_9472,Env_430,Task_259,False,1.23
Unknown,Result_ACAS_5_9472,Env_430,Task_129,False,0.62
Unknown,Result_ACAS_5_9472,Env_430,Task_89,False,1.06
Unknown,Result_ACAS_5_9472,Env_430,Task_100,False,1.02
Unknown,Result_ACAS_5_9472,Env_430,Task_157,False,1.77
Unknown,Result_ACAS_5_9472,Env_430,Task_181,False,0.93
Unknown,Result_ACAS_5_9472,Env_430,Task_301,False,0.34
Unknown,Result_ACAS_5_9472,Env_430,Task_106,False,0.37
Unknown,Result_ACAS_5_9472,Env_430,Task_570,False,1.37
Unknown,Result_ACAS_5_9472,Env_430,Task_579,False,1.28
Unknown,Result_ACAS_5_9472,Env_430,Task_180,False,1.15
Unknown,Result_ACAS_5_9472,Env_430,Task_226,False,1.37
Unknown,Result_ACAS_5_9472,Env_430,Task_403,False,1.07
Unknown,Result_ACAS_5_9472,Env_430,Task_618,False,0.81
Unknown,Result_ACAS_5_9472,Env_430,Task_147,False,0.73
Unknown,Result_ACAS_5_9472,Env_430,Task_479,False,0.46
Unknown,Result_ACAS_5_9472,Env_430,Task_197,False,0.44
Unknown,Result_ACAS_5_9472,Env_430,Task_332,False,0.33
Unknown,Result_ACAS_5_9472,Env_430,Task_529,False,0.1
Unknown,Result_ACAS_5_9472,Env_430,Task_345,False,1.56
Unknown,Result_ACAS_5_9472,Env_430,Task_255,False,0.95
Unknown,Result_ACAS_5_9472,Env_430,Task_25,False,1.17
Unknown,Result_ACAS_5_9472,Env_430,Task_498,False,0.68
Unknown,Result_ACAS_5_9472,Env_430,Task_605,False,1.48
Unknown,Result_ACAS_5_9472,Env_430,Task_419,False,0.53
Unknown,Result_ACAS_5_9472,Env_430,Task_326,False,1.07
Unknown,Result_ACAS_5_9472,Env_430,Task_603,False,0.84
Unknown,Result_ACAS_5_9472,Env_430,Task_524,False,0.81
Unknown,Result_ACAS_5_9472,Env_430,Task_218,False,0.64
Unknown,Result_ACAS_5_9472,Env_430,Task_2,False,0.97
Unknown,Result_ACAS_5_9472,Env_430,Task_124,False,1.19
Unknown,Result_ACAS_5_9472,Env_430,Task_278,False,0.21
Unknown,Result_ACAS_5_9472,Env_430,Task_485,False,0.3
Unknown,Result_ACAS_5_9472,Env_430,Task_623,False,1.92
Unknown,Result_ACAS_5_9472,Env_430,Task_611,False,1.1
Unknown,Result_ACAS_5_9472,Env_430,Task_359,False,0.85
Unknown,Result_ACAS_5_9472,Env_430,Task_420,False,1.25
Unknown,Result_ACAS_5_9472,Env_430,Task_55,False,1.35
Unknown,Result_ACAS_5_9472,Env_430,Task_109,False,1.85
Unknown,Result_ACAS_5_9472,Env_430,Task_229,False,0.18
Unknown,Result_ACAS_5_9472,Env_430,Task_604,False,0.08
Unknown,Result_ACAS_5_9472,Env_430,Task_612,False,0.12
Unknown,Result_ACAS_5_9472,Env_430,Task_444,False,1.55
Unknown,Result_ACAS_5_9472,Env_430,Task_476,False,0.08
Unknown,Result_ACAS_5_9472,Env_430,Task_212,False,0.59
Unknown,Result_ACAS_5_9472,Env_430,Task_449,False,0.82
Unknown,Result_ACAS_5_9472,Env_430,Task_96,False,1.37
Unknown,Result_ACAS_5_9472,Env_430,Task_602,False,1.35
Unknown,Result_ACAS_5_9472,Env_430,Task_483,False,1.15
Unknown,Result_ACAS_5_9472,Env_430,Task_53,False,0.6
Unknown,Result_ACAS_5_9472,Env_430,Task_298,False,0.11
Unknown,Result_ACAS_5_9472,Env_430,Task_257,False,0.12
Unknown,Result_ACAS_5_9472,Env_430,Task_29,False,0.06
Unknown,Result_ACAS_5_9472,Env_430,Task_210,False,1.46
Unknown,Result_ACAS_5_9472,Env_430,Task_177,False,1.71
Unknown,Result_ACAS_5_9472,Env_430,Task_597,False,0.14
Unknown,Result_ACAS_5_9472,Env_430,Task_327,False,0.41
Unknown,Result_ACAS_5_9472,Env_430,Task_281,False,0.23
Unknown,Result_ACAS_5_9472,Env_430,Task_586,False,0.77
Unknown,Result_ACAS_5_9472,Env_430,Task_390,False,1.13
Unknown,Result_ACAS_5_9472,Env_430,Task_553,False,0.56
Unknown,Result_ACAS_5_9472,Env_430,Task_622,False,0.65
Unknown,Result_ACAS_5_9472,Env_430,Task_367,False,1.34
Unknown,Result_ACAS_5_9472,Env_430,Task_438,False,1.27
Unknown,Result_ACAS_5_9472,Env_430,Task_575,False,1.02
Unknown,Result_ACAS_5_9472,Env_430,Task_101,False,0.03
Unknown,Result_ACAS_5_9472,Env_430,Task_222,False,1.46
Unknown,Result_ACAS_5_9472,Env_430,Task_358,False,0.92
Unknown,Result_ACAS_5_9472,Env_430,Task_78,False,0.87
Unknown,Result_ACAS_5_9472,Env_430,Task_409,False,0.62
Unknown,Result_ACAS_5_9472,Env_430,Task_20,False,1.39
Unknown,Result_ACAS_5_9472,Env_430,Task_207,False,0.44
Unknown,Result_ACAS_5_9472,Env_430,Task_42,False,1.06
Unknown,Result_ACAS_5_9472,Env_430,Task_220,False,0.23
Unknown,Result_ACAS_5_9472,Env_430,Task_316,False,0.74
Unknown,Result_ACAS_5_9472,Env_430,Task_549,False,0.09
Unknown,Result_ACAS_5_9472,Env_430,Task_423,False,0.18
Unknown,Result_ACAS_5_9472,Env_430,Task_144,False,0.82
Unknown,Result_ACAS_5_9472,Env_430,Task_167,False,0.37
Unknown,Result_ACAS_5_9472,Env_430,Task_272,False,1.41
Unknown,Result_ACAS_5_9472,Env_430,Task_558,False,0.05
Unknown,Result_ACAS_5_9472,Env_430,Task_59,False,0.67
Unknown,Result_ACAS_5_9472,Env_430,Task_554,False,1.6
Unknown,Result_ACAS_5_9472,Env_430,Task_607,False,0.2
Unknown,Result_ACAS_5_9472,Env_430,Task_169,False,0.22
Unknown,Result_ACAS_5_9472,Env_430,Task_369,False,1.29
Unknown,Result_ACAS_5_9472,Env_430,Task_497,False,0.53
Unknown,Result_ACAS_5_9472,Env_430,Task_321,False,0.27
Unknown,Result_ACAS_5_9472,Env_430,Task_583,False,1.45
Unknown,Result_ACAS_5_9472,Env_430,Task_98,False,1.42
Unknown,Result_ACAS_5_9472,Env_430,Task_470,False,0.66
Unknown,Result_ACAS_5_9472,Env_430,Task_191,False,1.63
Unknown,Result_ACAS_5_9472,Env_430,Task_370,False,0.94
Unknown,Result_ACAS_5_9472,Env_430,Task_333,False,1.41
Unknown,Result_ACAS_5_9472,Env_430,Task_148,False,1.46
Unknown,Result_ACAS_5_9472,Env_430,Task_303,False,1.49
Unknown,Result_ACAS_5_9472,Env_430,Task_221,False,1.44
Unknown,Result_ACAS_5_9472,Env_430,Task_516,False,1.19
Unknown,Result_ACAS_5_9472,Env_430,Task_319,False,0.97
Unknown,Result_ACAS_5_9472,Env_430,Task_463,False,1.0
Unknown,Result_ACAS_5_9472,Env_430,Task_203,False,0.97
Unknown,Result_ACAS_5_9472,Env_430,Task_223,False,1.09
Unknown,Result_ACAS_5_9472,Env_430,Task_122,False,1.27
Unknown,Result_ACAS_5_9472,Env_430,Task_625,False,1.52
Unknown,Result_ACAS_5_9472,Env_430,Task_77,False,0.91
Unknown,Result_ACAS_5_9472,Env_430,Task_121,False,0.68
Unknown,Result_ACAS_5_9472,Env_430,Task_335,False,0.33
Unknown,Result_ACAS_5_9472,Env_430,Task_199,False,1.33
Unknown,Result_ACAS_5_9472,Env_430,Task_307,False,0.97
Unknown,Result_ACAS_5_9472,Env_430,Task_299,False,0.14
Unknown,Result_ACAS_5_9472,Env_430,Task_110,False,1.44
Unknown,Result_ACAS_5_9472,Env_430,Task_297,False,0.07
Unknown,Result_ACAS_5_9472,Env_430,Task_540,False,0.13
Unknown,Result_ACAS_5_9472,Env_430,Task_424,False,0.84
Unknown,Result_ACAS_5_9472,Env_430,Task_532,False,0.56
Unknown,Result_ACAS_5_9472,Env_430,Task_48,False,0.69
Unknown,Result_ACAS_5_9472,Env_430,Task_113,False,1.28
Unknown,Result_ACAS_5_9472,Env_430,Task_256,False,2.01
Unknown,Result_ACAS_5_9472,Env_430,Task_383,False,1.54
Unknown,Result_ACAS_5_9472,Env_430,Task_382,False,0.6
Unknown,Result_ACAS_5_9472,Env_430,Task_426,False,0.37
Unknown,Result_ACAS_5_9472,Env_430,Task_399,False,0.61
Unknown,Result_ACAS_5_9472,Env_430,Task_161,False,1.05
Unknown,Result_ACAS_5_9472,Env_430,Task_460,False,1.21
Unknown,Result_ACAS_5_9472,Env_430,Task_252,False,0.48
Unknown,Result_ACAS_5_9472,Env_430,Task_52,False,1.43
Unknown,Result_ACAS_5_9472,Env_430,Task_214,False,1.66
Unknown,Result_ACAS_5_9472,Env_430,Task_522,False,0.81
Unknown,Result_ACAS_5_9472,Env_430,Task_137,False,1.02
Unknown,Result_ACAS_5_9472,Env_430,Task_404,False,1.09
Unknown,Result_ACAS_5_9472,Env_430,Task_273,False,0.26
Unknown,Result_ACAS_5_9472,Env_430,Task_310,False,1.25
Unknown,Result_ACAS_5_9472,Env_430,Task_484,False,0.1
Unknown,Result_ACAS_5_9472,Env_430,Task_430,False,0.09
Unknown,Result_ACAS_5_9472,Env_430,Task_309,False,1.16
Unknown,Result_ACAS_5_9472,Env_430,Task_61,False,1.47
Unknown,Result_ACAS_5_9472,Env_430,Task_373,False,0.5
Unknown,Result_ACAS_5_9472,Env_430,Task_443,False,0.45
Unknown,Result_ACAS_5_9472,Env_430,Task_260,False,0.12
Unknown,Result_ACAS_5_9472,Env_430,Task_47,False,1.81
Unknown,Result_ACAS_5_9472,Env_430,Task_538,False,0.6
Unknown,Result_ACAS_5_9472,Env_430,Task_559,False,1.48
Unknown,Result_ACAS_5_9472,Env_430,Task_237,False,0.51
Unknown,Result_ACAS_5_9472,Env_430,Task_546,False,1.01
Unknown,Result_ACAS_5_9472,Env_430,Task_208,False,1.15
Unknown,Result_ACAS_5_9472,Env_430,Task_149,False,1.21
Unknown,Result_ACAS_5_9472,Env_430,Task_115,False,1.26
Unknown,Result_ACAS_5_9472,Env_430,Task_308,False,0.42
Unknown,Result_ACAS_5_9472,Env_430,Task_162,False,0.74
Unknown,Result_ACAS_5_9472,Env_430,Task_283,False,0.46
Unknown,Result_ACAS_5_9472,Env_430,Task_166,False,0.36
Unknown,Result_ACAS_5_9472,Env_430,Task_67,False,1.51
Unknown,Result_ACAS_5_9472,Env_430,Task_296,False,0.65
Unknown,Result_ACAS_5_9472,Env_430,Task_445,False,0.33
Unknown,Result_ACAS_5_9472,Env_430,Task_103,False,0.86
Unknown,Result_ACAS_5_9472,Env_430,Task_505,False,0.32
Unknown,Result_ACAS_5_9472,Env_430,Task_198,False,1.42
Unknown,Result_ACAS_5_9472,Env_430,Task_471,False,0.37
Unknown,Result_ACAS_5_9472,Env_430,Task_170,False,0.04
Unknown,Result_ACAS_5_9472,Env_430,Task_1,False,1.04
Unknown,Result_ACAS_5_9472,Env_430,Task_363,False,0.97
Unknown,Result_ACAS_5_9472,Env_430,Task_617,False,0.95
Unknown,Result_ACAS_5_9472,Env_430,Task_82,False,1.24
Unknown,Result_ACAS_5_9472,Env_430,Task_563,False,0.8
Unknown,Result_ACAS_5_9472,Env_430,Task_304,False,1.25
Unknown,Result_ACAS_5_9472,Env_430,Task_537,False,0.39
Unknown,Result_ACAS_5_9472,Env_430,Task_245,False,0.53
Unknown,Result_ACAS_5_9472,Env_430,Task_600,False,0.68
Unknown,Result_ACAS_5_9472,Env_430,Task_380,False,0.32
Unknown,Result_ACAS_5_9472,Env_430,Task_202,False,0.8
Unknown,Result_ACAS_5_9472,Env_430,Task_356,False,0.74
Unknown,Result_ACAS_5_9472,Env_430,Task_111,False,0.12
Unknown,Result_ACAS_5_9472,Env_430,Task_60,False,2.01
Unknown,Result_ACAS_5_9472,Env_430,Task_530,False,0.12
Unknown,Result_ACAS_5_9472,Env_430,Task_36,False,0.62
Unknown,Result_ACAS_5_9472,Env_430,Task_598,False,1.62
Unknown,Result_ACAS_5_9472,Env_430,Task_184,False,0.28
Unknown,Result_ACAS_5_9472,Env_430,Task_215,False,1.33
Unknown,Result_ACAS_5_9472,Env_430,Task_439,False,0.63
Unknown,Result_ACAS_5_9472,Env_792,Task_123,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_462,False,0.06
Unknown,Result_ACAS_5_9472,Env_792,Task_614,False,0.85
Unknown,Result_ACAS_5_9472,Env_792,Task_572,False,0.64
Unknown,Result_ACAS_5_9472,Env_792,Task_73,False,1.24
Unknown,Result_ACAS_5_9472,Env_792,Task_293,False,1.03
Unknown,Result_ACAS_5_9472,Env_792,Task_477,False,0.37
Unknown,Result_ACAS_5_9472,Env_792,Task_510,False,0.86
Unknown,Result_ACAS_5_9472,Env_792,Task_342,False,0.79
Unknown,Result_ACAS_5_9472,Env_792,Task_552,False,0.28
Unknown,Result_ACAS_5_9472,Env_792,Task_140,False,1.07
Unknown,Result_ACAS_5_9472,Env_792,Task_577,False,1.19
Unknown,Result_ACAS_5_9472,Env_792,Task_63,False,0.72
Unknown,Result_ACAS_5_9472,Env_792,Task_80,False,1.26
Unknown,Result_ACAS_5_9472,Env_792,Task_277,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_428,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_401,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_596,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_374,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_336,False,0.69
Unknown,Result_ACAS_5_9472,Env_792,Task_9,False,0.31
Unknown,Result_ACAS_5_9472,Env_792,Task_330,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_375,False,0.17
Unknown,Result_ACAS_5_9472,Env_792,Task_132,False,1.01
Unknown,Result_ACAS_5_9472,Env_792,Task_271,False,0.89
Unknown,Result_ACAS_5_9472,Env_792,Task_165,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_142,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_195,False,1.45
Unknown,Result_ACAS_5_9472,Env_792,Task_286,False,1.14
Unknown,Result_ACAS_5_9472,Env_792,Task_318,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_19,False,0.74
Unknown,Result_ACAS_5_9472,Env_792,Task_190,False,1.19
Unknown,Result_ACAS_5_9472,Env_792,Task_306,False,0.03
Unknown,Result_ACAS_5_9472,Env_792,Task_7,False,0.06
Unknown,Result_ACAS_5_9472,Env_792,Task_436,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_495,False,0.54
Unknown,Result_ACAS_5_9472,Env_792,Task_193,False,1.12
Unknown,Result_ACAS_5_9472,Env_792,Task_502,False,0.69
Unknown,Result_ACAS_5_9472,Env_792,Task_536,False,0.31
Unknown,Result_ACAS_5_9472,Env_792,Task_372,False,1.06
Unknown,Result_ACAS_5_9472,Env_792,Task_112,False,0.99
Unknown,Result_ACAS_5_9472,Env_792,Task_334,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_455,False,1.11
Unknown,Result_ACAS_5_9472,Env_792,Task_492,False,0.88
Unknown,Result_ACAS_5_9472,Env_792,Task_317,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_526,False,1.02
Unknown,Result_ACAS_5_9472,Env_792,Task_620,False,1.05
Unknown,Result_ACAS_5_9472,Env_792,Task_587,False,0.95
Unknown,Result_ACAS_5_9472,Env_792,Task_394,False,0.35
Unknown,Result_ACAS_5_9472,Env_792,Task_544,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_99,False,1.52
Unknown,Result_ACAS_5_9472,Env_792,Task_446,False,0.44
Unknown,Result_ACAS_5_9472,Env_792,Task_194,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_454,False,0.82
Unknown,Result_ACAS_5_9472,Env_792,Task_68,False,1.44
Unknown,Result_ACAS_5_9472,Env_792,Task_240,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_114,False,0.39
Unknown,Result_ACAS_5_9472,Env_792,Task_435,False,0.92
Unknown,Result_ACAS_5_9472,Env_792,Task_225,False,1.14
Unknown,Result_ACAS_5_9472,Env_792,Task_509,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_569,False,0.78
Unknown,Result_ACAS_5_9472,Env_792,Task_117,False,0.13
Unknown,Result_ACAS_5_9472,Env_792,Task_65,False,1.29
Unknown,Result_ACAS_5_9472,Env_792,Task_441,False,0.6
Unknown,Result_ACAS_5_9472,Env_792,Task_452,False,0.23
Unknown,Result_ACAS_5_9472,Env_792,Task_145,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_418,False,0.93
Unknown,Result_ACAS_5_9472,Env_792,Task_354,False,0.4
Unknown,Result_ACAS_5_9472,Env_792,Task_14,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_230,False,0.81
Unknown,Result_ACAS_5_9472,Env_792,Task_457,False,1.41
Unknown,Result_ACAS_5_9472,Env_792,Task_94,False,0.32
Unknown,Result_ACAS_5_9472,Env_792,Task_135,False,1.02
Unknown,Result_ACAS_5_9472,Env_792,Task_391,False,1.3
Unknown,Result_ACAS_5_9472,Env_792,Task_246,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_280,False,0.67
Unknown,Result_ACAS_5_9472,Env_792,Task_189,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_4,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_408,False,1.32
Unknown,Result_ACAS_5_9472,Env_792,Task_448,False,1.42
Unknown,Result_ACAS_5_9472,Env_792,Task_62,False,0.22
Unknown,Result_ACAS_5_9472,Env_792,Task_560,False,0.83
Unknown,Result_ACAS_5_9472,Env_792,Task_46,False,0.9
Unknown,Result_ACAS_5_9472,Env_792,Task_66,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_266,False,0.78
Unknown,Result_ACAS_5_9472,Env_792,Task_343,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_45,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_133,False,0.13
Unknown,Result_ACAS_5_9472,Env_792,Task_453,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_564,False,1.0
Unknown,Result_ACAS_5_9472,Env_792,Task_353,False,1.41
Unknown,Result_ACAS_5_9472,Env_792,Task_5,False,0.3
Unknown,Result_ACAS_5_9472,Env_792,Task_56,False,1.12
Unknown,Result_ACAS_5_9472,Env_792,Task_346,False,0.49
Unknown,Result_ACAS_5_9472,Env_792,Task_389,False,1.25
Unknown,Result_ACAS_5_9472,Env_792,Task_244,False,0.95
Unknown,Result_ACAS_5_9472,Env_792,Task_396,False,1.09
Unknown,Result_ACAS_5_9472,Env_792,Task_40,False,0.75
Unknown,Result_ACAS_5_9472,Env_792,Task_285,False,0.83
Unknown,Result_ACAS_5_9472,Env_792,Task_489,False,1.59
Unknown,Result_ACAS_5_9472,Env_792,Task_188,False,1.29
Unknown,Result_ACAS_5_9472,Env_792,Task_584,False,1.15
Unknown,Result_ACAS_5_9472,Env_792,Task_494,False,0.45
Unknown,Result_ACAS_5_9472,Env_792,Task_412,False,0.47
Unknown,Result_ACAS_5_9472,Env_792,Task_26,False,1.82
Unknown,Result_ACAS_5_9472,Env_792,Task_541,False,1.21
Unknown,Result_ACAS_5_9472,Env_792,Task_337,False,0.6
Unknown,Result_ACAS_5_9472,Env_792,Task_613,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_347,False,0.42
Unknown,Result_ACAS_5_9472,Env_792,Task_413,False,1.63
Unknown,Result_ACAS_5_9472,Env_792,Task_610,False,1.08
Unknown,Result_ACAS_5_9472,Env_792,Task_566,False,0.72
Unknown,Result_ACAS_5_9472,Env_792,Task_431,False,1.46
Unknown,Result_ACAS_5_9472,Env_792,Task_450,False,0.14
Unknown,Result_ACAS_5_9472,Env_792,Task_139,False,0.78
Unknown,Result_ACAS_5_9472,Env_792,Task_155,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_578,False,0.74
Unknown,Result_ACAS_5_9472,Env_792,Task_168,False,0.74
Unknown,Result_ACAS_5_9472,Env_792,Task_276,False,0.64
Unknown,Result_ACAS_5_9472,Env_792,Task_175,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_152,False,1.21
Unknown,Result_ACAS_5_9472,Env_792,Task_410,False,0.7
Unknown,Result_ACAS_5_9472,Env_792,Task_592,False,1.4
Unknown,Result_ACAS_5_9472,Env_792,Task_433,False,1.25
Unknown,Result_ACAS_5_9472,Env_792,Task_251,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_154,False,0.83
Unknown,Result_ACAS_5_9472,Env_792,Task_589,False,1.08
Unknown,Result_ACAS_5_9472,Env_792,Task_69,False,1.68
Unknown,Result_ACAS_5_9472,Env_792,Task_421,False,0.88
Unknown,Result_ACAS_5_9472,Env_792,Task_548,False,1.71
Unknown,Result_ACAS_5_9472,Env_792,Task_64,False,1.53
Unknown,Result_ACAS_5_9472,Env_792,Task_601,False,0.77
Unknown,Result_ACAS_5_9472,Env_792,Task_416,False,0.17
Unknown,Result_ACAS_5_9472,Env_792,Task_422,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_535,False,1.51
Unknown,Result_ACAS_5_9472,Env_792,Task_228,False,1.44
Unknown,Result_ACAS_5_9472,Env_792,Task_534,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_248,False,0.47
Unknown,Result_ACAS_5_9472,Env_792,Task_513,False,0.19
Unknown,Result_ACAS_5_9472,Env_792,Task_523,False,1.43
Unknown,Result_ACAS_5_9472,Env_792,Task_545,False,0.2
Unknown,Result_ACAS_5_9472,Env_792,Task_508,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_88,False,0.97
Unknown,Result_ACAS_5_9472,Env_792,Task_104,False,0.75
Unknown,Result_ACAS_5_9472,Env_792,Task_349,False,0.55
Unknown,Result_ACAS_5_9472,Env_792,Task_580,False,0.4
Unknown,Result_ACAS_5_9472,Env_792,Task_360,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_128,False,1.18
Unknown,Result_ACAS_5_9472,Env_792,Task_242,False,0.8
Unknown,Result_ACAS_5_9472,Env_792,Task_234,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_28,False,1.51
Unknown,Result_ACAS_5_9472,Env_792,Task_176,False,0.07
Unknown,Result_ACAS_5_9472,Env_792,Task_621,False,1.01
Unknown,Result_ACAS_5_9472,Env_792,Task_385,False,0.41
Unknown,Result_ACAS_5_9472,Env_792,Task_398,False,0.2
Unknown,Result_ACAS_5_9472,Env_792,Task_305,False,1.52
Unknown,Result_ACAS_5_9472,Env_792,Task_27,False,1.35
Unknown,Result_ACAS_5_9472,Env_792,Task_163,False,0.77
Unknown,Result_ACAS_5_9472,Env_792,Task_10,False,1.23
Unknown,Result_ACAS_5_9472,Env_792,Task_151,False,0.41
Unknown,Result_ACAS_5_9472,Env_792,Task_397,False,0.81
Unknown,Result_ACAS_5_9472,Env_792,Task_371,False,1.14
Unknown,Result_ACAS_5_9472,Env_792,Task_231,False,0.29
Unknown,Result_ACAS_5_9472,Env_792,Task_355,False,1.44
Unknown,Result_ACAS_5_9472,Env_792,Task_407,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_41,False,0.75
Unknown,Result_ACAS_5_9472,Env_792,Task_196,False,1.27
Unknown,Result_ACAS_5_9472,Env_792,Task_487,False,0.59
Unknown,Result_ACAS_5_9472,Env_792,Task_284,False,0.5
Unknown,Result_ACAS_5_9472,Env_792,Task_125,False,1.71
Unknown,Result_ACAS_5_9472,Env_792,Task_205,False,0.27
Unknown,Result_ACAS_5_9472,Env_792,Task_120,False,0.94
Unknown,Result_ACAS_5_9472,Env_792,Task_567,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_503,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_119,False,0.77
Unknown,Result_ACAS_5_9472,Env_792,Task_136,False,0.17
Unknown,Result_ACAS_5_9472,Env_792,Task_75,False,0.05
Unknown,Result_ACAS_5_9472,Env_792,Task_442,False,1.38
Unknown,Result_ACAS_5_9472,Env_792,Task_496,False,0.13
Unknown,Result_ACAS_5_9472,Env_792,Task_405,False,0.28
Unknown,Result_ACAS_5_9472,Env_792,Task_57,False,1.5
Unknown,Result_ACAS_5_9472,Env_792,Task_39,False,1.06
Unknown,Result_ACAS_5_9472,Env_792,Task_239,False,0.77
Unknown,Result_ACAS_5_9472,Env_792,Task_71,False,1.39
Unknown,Result_ACAS_5_9472,Env_792,Task_568,False,1.5
Unknown,Result_ACAS_5_9472,Env_792,Task_543,False,0.2
Unknown,Result_ACAS_5_9472,Env_792,Task_187,False,1.09
